date,username,to,replies,retweets,favorites,text,geo,mentions,hashtags,id,permalink
2020-06-04 23:59:59,bosshogg4628,,1,0,0,"them and pray for true change not just some hashtags and profile pics blacked out. As I watched the governor of VA give a speech today and explain that he is taking down a statue/monument that represents a man who was honorable, Christian, prideful in his country USA, and was",,,,1268694018332004353,https://twitter.com/bosshogg4628/status/1268694018332004353
2020-06-04 23:59:59,bosshogg4628,,1,0,0,"through teaching my children “school”, and quite frankly from Math to History we are not teaching anything that is correct. I’m not a fan of burning cities down, looting stores and rioting, but I’m white and can’t understand the pain inside the black community. I stand with",,,,1268694017262436357,https://twitter.com/bosshogg4628/status/1268694017262436357
2020-06-04 23:59:59,bosshogg4628,,1,0,0,"As I sit down tonight with thought, I’m conflicted. My heart hurts for the nation, for the community, and for George Floyd’s family. First, we have to change the rhetoric, we have to come together for those conversations that are tough. I just got through homeschool, I got",,,,1268694015274364928,https://twitter.com/bosshogg4628/status/1268694015274364928
2020-06-04 23:59:55,EdChristina,EdChristina,0,0,0,"@BreRVA Well this just happened to me personally so",,@BreRVA,,1268693998497148929,https://twitter.com/EdChristina/status/1268693998497148929
2020-06-04 23:59:15,jimmybudd,,0,0,0,"THIS should be the next @verzuzonline challenge champtheteach : bbrossmusic #everybodyvsracism #rva #richmond #virginia @VisitRichmond @visitvirginia @likethefruit @Robert E. Lee Monument https://www.instagram.com/p/CBCFBOOlSV4/?igshid=17d1yyed4sz8c",,@verzuzonline @VisitRichmond @VisitVirginia @likethefruit,#everybodyvsracism #rva #richmond #virginia,1268693833400946689,https://twitter.com/jimmybudd/status/1268693833400946689
2020-06-04 23:59:09,ludeke_linda,fixurheart2016,0,0,2,"Amen!!",,,,1268693805349457920,https://twitter.com/ludeke_linda/status/1268693805349457920
2020-06-04 23:58:46,RVAhistoryEDU,edace2936,1,0,1,"Wheel Brigade?",,,,1268693710004420613,https://twitter.com/RVAhistoryEDU/status/1268693710004420613
2020-06-04 23:57:50,ludeke_linda,elosisofficial,0,0,2,"Amen all glory to God!!!",,,,1268693473991036929,https://twitter.com/ludeke_linda/status/1268693473991036929
2020-06-04 23:57:27,billnieporte,realDonaldTrump,0,0,0,"YOU DON'T ATTACK PEACEFUL PROTESTORS AND CHURCH STAFF TO GET A PHOTO OPP WITH A BIBLE. Please resign. You shame out nation. THANK YOU",,,,1268693381296906248,https://twitter.com/billnieporte/status/1268693381296906248
2020-06-04 23:56:44,Shamar2Elite,,0,0,2,"Even though my thoughts on certain situations have to be to a minimum my point will be put out in the most respectful way possible.",,,,1268693199419248642,https://twitter.com/Shamar2Elite/status/1268693199419248642
2020-06-04 23:56:19,RVAbikedad,Chris_Long_VT,1,0,2,"",,,,1268693092883992576,https://twitter.com/RVAbikedad/status/1268693092883992576
2020-06-04 23:56:13,ludeke_linda,FilloMike,0,0,1," ",,,,1268693067642568705,https://twitter.com/ludeke_linda/status/1268693067642568705
2020-06-04 23:55:57,BossRVA,kujo1017,0,0,1,"Cool! Thanks for the help. My friend keeps telling me I should identify them but I always forget even after I find one of them out what I learned. Now I know 3 of my wildflowers. ",,,,1268693002681225216,https://twitter.com/BossRVA/status/1268693002681225216
2020-06-04 23:55:27,JkdillK,realDonaldTrump,0,0,0,"Great, I'll be there too, campaigning against you, dork.",,,,1268692876273295360,https://twitter.com/JkdillK/status/1268692876273295360
2020-06-04 23:55:11,Mikelovebx,,0,0,0,"It was tough times, now we fuck dimes. I’ve fucked niggas bitches so why would I trust mine.",,,,1268692810619813888,https://twitter.com/Mikelovebx/status/1268692810619813888
2020-06-04 23:54:58,DcnPeterM,CristoReyRVA,0,1,0,"Proud to share this message. #CristoReyStrong #BlackLivesMatter #CristoReyWay",,,#CristoReyStrong #BlackLivesMatter #BlackLivesMatter #CristoReyWay,1268692755322191872,https://twitter.com/DcnPeterM/status/1268692755322191872
2020-06-04 23:54:32,braxtrick,caitylinnn_,0,0,0,"Just a circle of talking shit",,,,1268692644839993346,https://twitter.com/braxtrick/status/1268692644839993346
2020-06-04 23:54:17,JkdillK,Jenjuxtapose,0,0,0,"Yea, not sure how to send a strawberry.",,,,1268692583917801474,https://twitter.com/JkdillK/status/1268692583917801474
2020-06-04 23:54:08,cstanderfer,cafedarkness,2,0,6,"I’m seriously thinking of making a coffee table book comprised solely of your responses to Dear Leader. Or maybe an advent calendar! A smol treat behind every dumb ass fucking thing he says, for a lil energy to keep living in this hellscape.",,,,1268692544252248064,https://twitter.com/cstanderfer/status/1268692544252248064
2020-06-04 23:54:02,brucehallsports,DanaManchild,0,0,0,"If only it were that simple.",,,,1268692520747380737,https://twitter.com/brucehallsports/status/1268692520747380737
2020-06-04 23:53:23,Richie_Hertz,,0,9,17,"Moment of silence for lives lost. – at Richmond Police Fourth Precinct",,,,1268692356523573248,https://twitter.com/Richie_Hertz/status/1268692356523573248
2020-06-04 23:52:53,JkdillK,Nadkim,0,0,1,"Thank you!",,,,1268692231646523404,https://twitter.com/JkdillK/status/1268692231646523404
2020-06-04 23:52:23,JkdillK,DantonSix,0,0,1,"Retweet, please. Thanks.",,,,1268692102311038978,https://twitter.com/JkdillK/status/1268692102311038978
2020-06-04 23:51:55,taber,KenyaTheHunter,1,0,2,"we're glad you're here ",,,,1268691985612898311,https://twitter.com/taber/status/1268691985612898311
2020-06-04 23:51:49,JkdillK,LaurynTrimmer,0,0,1,"Yes, please.",,,,1268691961516605447,https://twitter.com/JkdillK/status/1268691961516605447
2020-06-04 23:51:24,cmhoughton,OguzJames,0,0,1,"Not athletic, but was doing strength training at the Y to compensate for the MS, hadn’t gone since the lockdown, so recently got bow trainer, it was like I had never done these exercises before. Out of breath in 15 minutes, so not normal. Thanks for the info.",,,,1268691854834401281,https://twitter.com/cmhoughton/status/1268691854834401281
2020-06-04 23:50:41,franjudge54,sendittodoug,1,0,1,"Tired of you being an ignorant grunt!! That’s what I’m tired of. It takes more than you telling me to shut up for me to do so. I don’t know you, you don’t know me. I know one thing: you don’t comprehend well.",,,,1268691676152897536,https://twitter.com/franjudge54/status/1268691676152897536
2020-06-04 23:50:25,cstanderfer,schmanderz,0,0,1,"“Praying for the door to hit your ass really super hard on the way out. Won’t miss your MLM either. Byeeeeee ”",,,,1268691608582664192,https://twitter.com/cstanderfer/status/1268691608582664192
2020-06-04 23:50:07,unbrelieveable_,thejrocktv,1,0,0,"What a mess lol",,,,1268691533768908802,https://twitter.com/unbrelieveable_/status/1268691533768908802
2020-06-04 23:48:40,MattyTeasley,chadloder,0,0,0,"Hiding in plain sight.",,,,1268691168038137856,https://twitter.com/MattyTeasley/status/1268691168038137856
2020-06-04 23:48:20,tayllorsmalll,AyannaUcheena,0,0,1," ",,,,1268691084550512641,https://twitter.com/tayllorsmalll/status/1268691084550512641
2020-06-04 23:48:18,EdChristina,EdChristina,0,3,0,"#richmondprotest",,,#richmondprotest,1268691075885084673,https://twitter.com/EdChristina/status/1268691075885084673
2020-06-04 23:48:03,greatness_viii,RileyErjavec,0,0,1,"Demon slayer. Easy to watch and understand wonderful animation and it’s only like 20 sometin episodes so far",,,,1268691013171916800,https://twitter.com/greatness_viii/status/1268691013171916800
2020-06-04 23:47:55,Blak_Simpson,UghItsjai,0,0,1,"I have no bass whatsoever. And that shit is wild to me",,,,1268690981156765696,https://twitter.com/Blak_Simpson/status/1268690981156765696
2020-06-04 23:47:28,BossRVA,kujo1017,2,0,1,"Omg you’re identifying way more than I can. I got a seed pack and just scattered it everywhere and now I’m at a loss of what I’m looking at. The white blooms are arugula. That is oddly one of like.... two that I know.",,,,1268690866585116673,https://twitter.com/BossRVA/status/1268690866585116673
2020-06-04 23:47:25,starbwo71073156,Yzmab,0,0,0,"Wya",,,,1268690853373116421,https://twitter.com/starbwo71073156/status/1268690853373116421
2020-06-04 23:46:52,persianvibess,thereaalkam1,0,0,0,"It takes a strong ass woman to share their story ",,,,1268690714159976448,https://twitter.com/persianvibess/status/1268690714159976448
2020-06-04 23:46:37,Rigamortvs_,LunaPKKiller,0,0,0,"His shit bout to be fried.",,,,1268690651392155648,https://twitter.com/Rigamortvs_/status/1268690651392155648
2020-06-04 23:46:17,mista3rdleg2u,,0,0,6,"Hi Richmond",,,,1268690569930440705,https://twitter.com/mista3rdleg2u/status/1268690569930440705
2020-06-04 23:44:58,unbrelieveable_,,1,0,2,"I know y’all not marching in no damn suits in 90 degree heat",,,,1268690237682745346,https://twitter.com/unbrelieveable_/status/1268690237682745346
2020-06-04 23:44:20,THEOODINATOR,EPC_exTTV,0,0,2,"But... But.. transversive steps is op",,,,1268690078173405191,https://twitter.com/THEOODINATOR/status/1268690078173405191
2020-06-04 23:42:54,Rodjd,UnhappyMariner,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689719635951621,https://twitter.com/Rodjd/status/1268689719635951621
2020-06-04 23:42:40,Rodjd,stupidvss,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689657614798855,https://twitter.com/Rodjd/status/1268689657614798855
2020-06-04 23:42:31,Rodjd,AshaRangappa_,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689620570693633,https://twitter.com/Rodjd/status/1268689620570693633
2020-06-04 23:42:24,Richie_Hertz,,1,8,8," – at Military Retirement Center",,,,1268689592812818442,https://twitter.com/Richie_Hertz/status/1268689592812818442
2020-06-04 23:42:18,Blak_Simpson,heyyitsjanea,0,0,1,"This, this right here is what broke me",,,,1268689566849957889,https://twitter.com/Blak_Simpson/status/1268689566849957889
2020-06-04 23:42:04,Rodjd,djmincey11,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689507467104259,https://twitter.com/Rodjd/status/1268689507467104259
2020-06-04 23:42:01,typed_by_ben,cd_hooks,0,0,0,"tendies",,,,1268689493995016192,https://twitter.com/typed_by_ben/status/1268689493995016192
2020-06-04 23:41:51,Rodjd,bitch_taetae,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689454644027397,https://twitter.com/Rodjd/status/1268689454644027397
2020-06-04 23:41:38,Rodjd,scompomise,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689399509811202,https://twitter.com/Rodjd/status/1268689399509811202
2020-06-04 23:41:24,Rodjd,HeyMumbles,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689342400266240,https://twitter.com/Rodjd/status/1268689342400266240
2020-06-04 23:41:12,Rodjd,00ironskull,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689290147647488,https://twitter.com/Rodjd/status/1268689290147647488
2020-06-04 23:41:01,SisterMaryDande,Kevin_P8402,0,0,0,"I am not your darling, but thanks for being sexist.",,,,1268689245683802112,https://twitter.com/SisterMaryDande/status/1268689245683802112
2020-06-04 23:41:00,Rodjd,WisconsinSharon,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689241053310978,https://twitter.com/Rodjd/status/1268689241053310978
2020-06-04 23:40:56,princessbibbly,,5,83,86," Princessbibbly Loves... -Anal -DP -Risky settings -Making you cum daily -Buttplugs -Solo &amp; Play with others -Toys -Booty -Kinkyshit -Your attention &amp; money Cum see what your missing on sale for only $8.75 (normally 25!) https://onlyfans.com/princessbibbly",,,,1268689224171171847,https://twitter.com/princessbibbly/status/1268689224171171847
2020-06-04 23:40:54,braxtrick,caitylinnn_,2,0,2,"Sue calling me and being like ""and i know damn well dylan _________""",,,,1268689213878349824,https://twitter.com/braxtrick/status/1268689213878349824
2020-06-04 23:40:44,Rodjd,GreyDeLisle,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689170723221505,https://twitter.com/Rodjd/status/1268689170723221505
2020-06-04 23:40:25,Rodjd,LauraMunso,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268689093619257344,https://twitter.com/Rodjd/status/1268689093619257344
2020-06-04 23:40:01,Rodjd,PatriciaKellogg,1,2,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688992645627904,https://twitter.com/Rodjd/status/1268688992645627904
2020-06-04 23:39:50,Rodjd,HannahEBelmont,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688946680279041,https://twitter.com/Rodjd/status/1268688946680279041
2020-06-04 23:38:48,Rodjd,lil2fat,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688687249993728,https://twitter.com/Rodjd/status/1268688687249993728
2020-06-04 23:38:39,Rodjd,keet0007,0,0,1,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688646326169601,https://twitter.com/Rodjd/status/1268688646326169601
2020-06-04 23:38:16,Rodjd,AgentShawnee,1,1,2,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688549735469062,https://twitter.com/Rodjd/status/1268688549735469062
2020-06-04 23:38:13,Rigamortvs_,morphonios,0,0,0,"He should have drove right into them. Period.",,,,1268688538910015495,https://twitter.com/Rigamortvs_/status/1268688538910015495
2020-06-04 23:38:07,Rodjd,RDPLyfe,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688515199623169,https://twitter.com/Rodjd/status/1268688515199623169
2020-06-04 23:37:59,Glenlo,espnmma,0,0,1,"Where's the tran that wants to compete?",,,,1268688480105889796,https://twitter.com/Glenlo/status/1268688480105889796
2020-06-04 23:37:56,Rodjd,PatTheBerner,0,0,0,"Trump got that White House fence up way faster than he got PPEs out to essential medical workers",,,,1268688467833339904,https://twitter.com/Rodjd/status/1268688467833339904
2020-06-04 23:37:54,tayllorsmalll,lbherron1,1,3,22,"I am a Black woman and I will be a successful sports psychologist.",,,,1268688457465040896,https://twitter.com/tayllorsmalll/status/1268688457465040896
2020-06-04 23:37:08,typed_by_ben,cougarhokie,0,0,1,"geeeeeze",,,,1268688267391700993,https://twitter.com/typed_by_ben/status/1268688267391700993
2020-06-04 23:36:45,Rodjd,oncloudnyn3,0,0,0,"Wow... so Bron and KD need to shut up and dribble... but DREW BREES (white man) can have opinions... RACISM!!!",,,,1268688171119845377,https://twitter.com/Rodjd/status/1268688171119845377
2020-06-04 23:36:27,Bigtanktv,,1,4,31,"I probably won’t sleep well tonight. Awaiting the decision on football at California Community college athletics for 2020 and beyond. @CCCAASports do the right thing ",,@CCCAASports,,1268688094250795008,https://twitter.com/Bigtanktv/status/1268688094250795008
2020-06-04 23:35:25,Glenlo,PeeWee_972,1,0,0,"Clinton did monika in the booth",,,,1268687834648641538,https://twitter.com/Glenlo/status/1268687834648641538
2020-06-04 23:35:21,iamaripoison,mobgalxby,0,0,5," ",,,,1268687816470511616,https://twitter.com/iamaripoison/status/1268687816470511616
2020-06-04 23:34:58,Rodjd,Keenan13Allen,0,0,0,"Wow... so Bron and KD need to shut up and dribble... but DREW BREES (white man) can have opinions... RACISM!!!",,,,1268687720852922370,https://twitter.com/Rodjd/status/1268687720852922370
2020-06-04 23:34:55,meganmarcostyle,,0,1,2,"Grand opening tomorrow! bramblypark is @scottsaddition’s first urban winery. Located on 2 acres, the winery is focused on buying juices from around the country to age and blend on-site. To source the wines… https://www.instagram.com/p/CBCCO7PFRRS/?igshid=1rnvon4978kp5",,@ScottsAddition,,1268687707435405312,https://twitter.com/meganmarcostyle/status/1268687707435405312
2020-06-04 23:34:30,JkdillK,CarynnBohley,0,0,1,"Will do. Thanks.",,,,1268687602753900544,https://twitter.com/JkdillK/status/1268687602753900544
2020-06-04 23:34:07,JkdillK,SgMinae,0,0,0,"Thank you!!!",,,,1268687508998696962,https://twitter.com/JkdillK/status/1268687508998696962
2020-06-04 23:34:05,Glenlo,TheBigTizzle,1,0,0,"Yeah since he doesn't take a salary I'm guessing he couldn't care less. How's killery handling her job?..oh wait she will never be president! Or pocohauntas or biden!",,,,1268687499360178176,https://twitter.com/Glenlo/status/1268687499360178176
2020-06-04 23:33:48,JkdillK,kimm_writes,0,0,1,"Would love your help.",,,,1268687426693861378,https://twitter.com/JkdillK/status/1268687426693861378
2020-06-04 23:33:38,AwakeAsleep2,,0,0,0,"Living in the land of the living with good now bad and bad now good. Race ...really...NO this is a condition of the heart and the color of the heart of America radiates BLACK! So don't keep giving lip inspiration when ones actions will show true colors.",,,,1268687386327896064,https://twitter.com/AwakeAsleep2/status/1268687386327896064
2020-06-04 23:33:25,JkdillK,kimm_writes,0,0,0,"Would love your help !",,,,1268687332116480002,https://twitter.com/JkdillK/status/1268687332116480002
2020-06-04 23:32:57,JkdillK,AxelKeler,0,0,0,"Would love this, thank you.",,,,1268687212427780097,https://twitter.com/JkdillK/status/1268687212427780097
2020-06-04 23:32:53,taber,IanABoyd,0,0,3,"okay nm Bari Weiss must move her birthday",,,,1268687198779572224,https://twitter.com/taber/status/1268687198779572224
2020-06-04 23:32:33,JkdillK,kreature56,1,0,1,"Please, please!",,,,1268687112934690819,https://twitter.com/JkdillK/status/1268687112934690819
2020-06-04 23:32:00,_JuneBug71,,0,0,0,"We are BLACK LADIES!..........We build......We don’t tear down other BLACK LADIES......We have felt the pain of being torn down and we have decided we will be deliberated about building… https://www.instagram.com/p/CBCB5oks7izbbgGJUhuOJzQbY_P7FVr5xTRJ-Y0/?igshid=1gghpk329zg91",,,,1268686973365104642,https://twitter.com/_JuneBug71/status/1268686973365104642
2020-06-04 23:31:52,mpyancey,Super70sSports,0,0,0,"One of the best shows I’ve ever been to.",,,,1268686941060501506,https://twitter.com/mpyancey/status/1268686941060501506
2020-06-04 23:31:37,unbrelieveable_,,0,0,0,"Cant believe how many anti vaxxers i work with. Another one just revealed themselves. Makes me so apprehensive about going back to the office man.",,,,1268686879030984704,https://twitter.com/unbrelieveable_/status/1268686879030984704
2020-06-04 23:31:34,faeriemermaid,,0,0,1,"I got to pet a puppy!!!!!!!!!!",,,,1268686863864336386,https://twitter.com/faeriemermaid/status/1268686863864336386
2020-06-04 23:31:19,Glenlo,charliekirk11,0,0,0,"Which memory ? The holding a gun on a woman memory or the stoned counterfeit one?",,,,1268686803525152773,https://twitter.com/Glenlo/status/1268686803525152773
2020-06-04 23:30:38,ThekingSpeech_,,0,0,0,"Cook Out burger ",,,,1268686630249992192,https://twitter.com/ThekingSpeech_/status/1268686630249992192
2020-06-04 23:30:33,Bigtanktv,,7,3,104,"my son birthday parade. He turned 5 today ",,,,1268686607818907648,https://twitter.com/Bigtanktv/status/1268686607818907648
2020-06-04 23:30:20,typed_by_ben,arguendope,1,2,29,"This user's account has been dunked on in the last 48 hours. Click to learn more",,,,1268686555755024386,https://twitter.com/typed_by_ben/status/1268686555755024386
2020-06-04 23:29:40,unbrelieveable_,writer_heathen,0,0,0,"Definitely hoping. Even thought a childish Real HU beef isn’t what’s needed right now and def not with that particular view point as a catalyst",,,,1268686386581983234,https://twitter.com/unbrelieveable_/status/1268686386581983234
2020-06-04 23:29:38,Ming_Leeee,,2,1,39," ",,,,1268686380047241216,https://twitter.com/Ming_Leeee/status/1268686380047241216
2020-06-04 23:29:38,rubenMontesm2,GlodeJo07,0,0,0,"Todos los que te aman y te quieren son puro Fifi igual que tú osea del pueblo no es ni mexicanos menos igual que tú porque nosotros si trabajamos día día",,,,1268686378377846787,https://twitter.com/rubenMontesm2/status/1268686378377846787
2020-06-04 23:29:19,ARayRVA,,0,0,5,"We’re coming for you, Northside. #RVAProtest",,,#RVAProtest,1268686300598714375,https://twitter.com/ARayRVA/status/1268686300598714375
2020-06-04 23:28:18,taber,IanABoyd,1,0,1,"you must move your birthday",,,,1268686045148782598,https://twitter.com/taber/status/1268686045148782598
2020-06-04 23:28:08,typed_by_ben,,0,0,1,"o&m daylilies",,,,1268686003402870789,https://twitter.com/typed_by_ben/status/1268686003402870789
2020-06-04 23:28:00,Glenlo,TheJordanRachel,0,0,0,"Actually that’s an improvement from f the police and frying like bacon .",,,,1268685967134806016,https://twitter.com/Glenlo/status/1268685967134806016
2020-06-04 23:27:24,billnieporte,realDonaldTrump,0,0,0,"You lie. Please resign Thank You",,,,1268685815867203584,https://twitter.com/billnieporte/status/1268685815867203584
2020-06-04 23:27:23,_naturaljana,iettertodaddy,1,0,1,"LMAOO RIGHT",,,,1268685811937140736,https://twitter.com/_naturaljana/status/1268685811937140736
2020-06-04 23:27:06,opensourcerva,,0,2,1,"@Stephanie4RVA joins us from 6 ft. away to talk to us about the proposal for a Richmond Police Citizen Review Board. ""We want a really quick turnaround and to get it set up and established in 90 days."" Tune in Friday at NOON @WRIR973 to hear the full interview.",,@Stephanie4RVA @WRIR973,,1268685740608716807,https://twitter.com/opensourcerva/status/1268685740608716807
2020-06-04 23:27:06,BradKutner,Mountaineers22,0,0,0,"That’s in the county tho, right? I’m talking about the one that used to be across the DMV. That one is gone.",,,,1268685740604612609,https://twitter.com/BradKutner/status/1268685740604612609
2020-06-04 23:26:49,typed_by_ben,typed_by_ben,0,0,0,"but yeah my kids would love that seat. my wife is always showing me e class estates when they come up",,,,1268685671851536384,https://twitter.com/typed_by_ben/status/1268685671851536384
2020-06-04 23:26:48,KennyDreadfuls,,1,0,7,"Update: My RNC member father is now ripping up every piece of mail from Trump asking for money.",,,,1268685666243796993,https://twitter.com/KennyDreadfuls/status/1268685666243796993
2020-06-04 23:26:47,taber,,0,0,12,"wild that Bari Weiss is 36 years old and eligible for a Civil War pension",,,,1268685663014182912,https://twitter.com/taber/status/1268685663014182912
2020-06-04 23:26:27,starbwo71073156,indyerik_,0,0,0,"Come tru",,,,1268685578830258180,https://twitter.com/starbwo71073156/status/1268685578830258180
2020-06-04 23:26:26,Glenlo,charliekirk11,0,0,0,"Not for nothing. But Muslims are kinda silent too",,,,1268685572207501312,https://twitter.com/Glenlo/status/1268685572207501312
2020-06-04 23:26:22,Blak_Simpson,,0,0,0,"My Attention Span <<<",,,,1268685555870679041,https://twitter.com/Blak_Simpson/status/1268685555870679041
2020-06-04 23:26:10,EdChristina,,0,1,1,"PLATES were from a Volunteer fire department, can anyone figure out which one?@GoadGatsby where would I look?",,@GoadGatsby,,1268685507602591746,https://twitter.com/EdChristina/status/1268685507602591746
2020-06-04 23:26:10,typed_by_ben,,0,0,0,"ppl are subscribing to my yt channel based off what channels i comment :/",,,,1268685507199938562,https://twitter.com/typed_by_ben/status/1268685507199938562
2020-06-04 23:25:57,billnieporte,seanhannity,0,0,0,"Did she say this? No. Did Biden or Obama say it? No. DJT tweets crazy stuff daily.",,,,1268685452212670465,https://twitter.com/billnieporte/status/1268685452212670465
2020-06-04 23:25:44,BossRVA,BreRVA,1,1,2,"This explains it.",,,,1268685398848536577,https://twitter.com/BossRVA/status/1268685398848536577
2020-06-04 23:25:21,typed_by_ben,Jadd,1,0,0,"idk if it will rip at all, e350 4matics get up and go but not in an unruly way",,,,1268685302211792898,https://twitter.com/typed_by_ben/status/1268685302211792898
2020-06-04 23:25:08,BossRVA,GoadGatsby,0,1,4,"Be aware. https://twitter.com/bossrva/status/1268675091015049216?s=21",,,,1268685248151400448,https://twitter.com/BossRVA/status/1268685248151400448
2020-06-04 23:24:59,brucehallsports,Hoosiers1986,0,0,0,"Agreed. Floyd was a hit!",,,,1268685210717167616,https://twitter.com/brucehallsports/status/1268685210717167616
2020-06-04 23:24:59,Glenlo,OANN,0,0,0,"Nobody is enforcing anything",,,,1268685210541056003,https://twitter.com/Glenlo/status/1268685210541056003
2020-06-04 23:24:50,YannaLeshea,,0,0,0,"I just be minding my business and then I get a urge to yell, “Head banger, head banger Twisted fingers, twisted fingers, Ps working, ps working, phone twerking, phone twerking” and “whaaaathefuhhhh”",,,,1268685172829978624,https://twitter.com/YannaLeshea/status/1268685172829978624
2020-06-04 23:23:56,typed_by_ben,HarrisVT,0,0,0,"who knows, probably a fake it til you make it force of volunteers and mercenaries",,,,1268684946308304896,https://twitter.com/typed_by_ben/status/1268684946308304896
2020-06-04 23:23:45,EdChristina,,4,44,58,"Do not get in an Uber that is a black Chevy equinox with plate FD18954. Guy does not wear a mask and called protestors a bunch of ""monkeys"", made us get out when we said the Confederate statues were coming down. Unsafe rage driver. @Uber_Support",,@Uber_Support,,1268684900250595329,https://twitter.com/EdChristina/status/1268684900250595329
2020-06-04 23:22:55,brucehallsports,RealBasedMAGA,0,0,0,"Show everyone your HILLARY CLINTON SOCKS!",,,,1268684689017122816,https://twitter.com/brucehallsports/status/1268684689017122816
2020-06-04 23:21:24,JkdillK,Tom_E_Angel,1,0,2,"When I was competing, the time to run 8 laps on the track or 3,000m of hell though nothing compared to what he went through. Prayers!",,,,1268684305976504321,https://twitter.com/JkdillK/status/1268684305976504321
2020-06-04 23:20:57,Radioblitz,TheBaequarian,2,0,2,"And then the black mayor got blamed for it... ",,,,1268684192747044867,https://twitter.com/Radioblitz/status/1268684192747044867
2020-06-04 23:20:53,ARayRVA,,0,0,10,"New route. New chant. “Say her name. Which one?” #BlackLivesMatter #rvaprotest",,,#BlackLivesMatter #BlackLivesMatter #rvaprotest,1268684176993079296,https://twitter.com/ARayRVA/status/1268684176993079296
2020-06-04 23:19:35,brucehallsports,iMeltSn0wflakes,0,0,0,"Idiots",,,,1268683851662065668,https://twitter.com/brucehallsports/status/1268683851662065668
2020-06-04 23:19:27,EsotericFresh,TheHoopCentral,0,0,0,"Stack",,,,1268683815779799040,https://twitter.com/EsotericFresh/status/1268683815779799040
2020-06-04 23:18:59,Rackks_,404Terrion,0,0,4,"the countries fucked up rn, aint too much shit funny",,,,1268683699824078848,https://twitter.com/Rackks_/status/1268683699824078848
2020-06-04 23:18:53,theotherdwrva,michaelpRTD,0,0,0,"My college roommate in the early 90s used to call Monument Ave, “that road with all the second place trophies.” Glad it’s still around!",,,,1268683674658246656,https://twitter.com/theotherdwrva/status/1268683674658246656
2020-06-04 23:18:47,opensourcerva,,0,18,29,"Princess Blanding from @JusticeforMDP talks about steps toward a Richmond Police Citizen Review Board &amp; #MarcusAlert calling for non-lethal strategies by police during a mental health crisis.""It's a step, I can't rejoice, I can't celebrate yet."" Tune in Friday at Noon @WRIR973",,@JusticeforMDP @WRIR973,#MarcusAlert,1268683647932157953,https://twitter.com/opensourcerva/status/1268683647932157953
2020-06-04 23:18:46,VAUnion1865,,0,0,0,"Today, and every Tuesday of 2020, we’re asking supporters of #PantherNation to give a gift of 155 to commemorate VUU’s 155 years of Excellence in Education. Donate today at: http://vuu.edu/vuu-giving-Tuesday",,,#PantherNation,1268683642865364996,https://twitter.com/VAUnion1865/status/1268683642865364996
2020-06-04 23:18:44,EsotericFresh,,0,0,0,"https://twitter.com/MAN0MAGlC/status/1268634343552905216",,,,1268683635588239365,https://twitter.com/EsotericFresh/status/1268683635588239365
2020-06-04 23:18:44,VAUnion1865,,1,0,1,"Sending a special thank you to donors who have given for #VUUGivingTuesday! We appreciate your gifts to support our students. It is important to give now, more than ever to support our students.",,,#VUUGivingTuesday,1268683635546304512,https://twitter.com/VAUnion1865/status/1268683635546304512
2020-06-04 23:18:28,brucehallsports,johncardillo,0,0,0,"Good.",,,,1268683569494405120,https://twitter.com/brucehallsports/status/1268683569494405120
2020-06-04 23:17:48,brucehallsports,X14Eagle,0,1,2,"#WWG1WGA",,,#WWG1WGA,1268683399688065027,https://twitter.com/brucehallsports/status/1268683399688065027
2020-06-04 23:17:40,rachelkellertv,,0,0,0,"Richmond Mayor Levar Stoney is asking for the removal of all the Confederate monuments on Monument Avenue.",,,,1268683368104898566,https://twitter.com/rachelkellertv/status/1268683368104898566
2020-06-04 23:17:22,JkdillK,WillmoreLauren,0,0,1,"Done!",,,,1268683293479899142,https://twitter.com/JkdillK/status/1268683293479899142
2020-06-04 23:16:37,unbrelieveable_,dntkrossme,1,0,0,"Black people be hype to climb it. Sigh.",,,,1268683101754003456,https://twitter.com/unbrelieveable_/status/1268683101754003456
